2009,1,12,1000000
2009,1,13,1000000
2009,1,14,1000000
2009,1,15,1000000
2009,1,16,1000000
2009,1,20,1000000
2009,1,21,1000000
2009,1,22,1000000
2009,1,23,1000000
2009,1,26,1000000
2009,1,27,1000240
2009,1,28,1012040
2009,1,29,1003400
2009,1,30,1000200
2009,2,2,997520
2009,2,3,1006920
2009,2,4,1007030
2009,2,5,1016190
2009,2,6,1049670
2009,2,9,1059680
2009,2,10,1026100
2009,2,11,1038430
2009,2,12,1040760
2009,2,13,1033070
2009,2,17,1018290
2009,2,18,1029500
2009,2,19,1008510
2009,2,20,1015200
2009,2,23,989290
2009,2,24,1002040
2009,2,25,996510
2009,2,26,1007650
2009,2,27,1031100
2009,3,2,1020030
2009,3,3,1015590
2009,3,4,1022070
2009,3,5,1014510
2009,3,6,1008230
2009,3,9,999470
2009,3,10,1013630
2009,3,11,1018790
2009,3,12,1025470
2009,3,13,1025310
2009,3,16,1028550
2009,3,17,1034910
2009,3,18,1031310
2009,3,19,1033990
2009,3,20,1033390
2009,3,23,1056710
2009,3,24,1055150
2009,3,25,1053870
2009,3,26,1056990
2009,3,27,1039590
2009,3,30,1040950
2009,3,31,1049870
2009,4,1,1052590
2009,4,2,1064630
2009,4,3,1069910
2009,4,6,1067430
2009,4,7,1056870
2009,4,8,1066030
2009,4,9,1067950
2009,4,13,1061350
2009,4,14,1058830
2009,4,15,1057230
2009,4,16,1066950
2009,4,17,1066310
2009,4,20,1063190
2009,4,21,1070230
2009,4,22,1071150
2009,4,23,1066910
2009,4,24,1061870
2009,4,27,1061350
2009,4,28,1068830
2009,4,29,1076750
2009,4,30,1073630
2009,5,1,1078870
2009,5,4,1084830
2009,5,5,1083550
2009,5,6,1080990
2009,5,7,1073310
2009,5,8,1069150
2009,5,11,1074470
2009,5,12,1078390
2009,5,13,1072070
2009,5,14,1067470
2009,5,15,1068710
2009,5,18,1080830
2009,5,19,1084350
2009,5,20,1078830
2009,5,21,1074190
2009,5,22,1070670
2009,5,26,1082470
2009,5,27,1074590
2009,5,28,1081230
2009,5,29,1087230
2009,6,1,1095150
2009,6,2,1089310
2009,6,3,1088030
2009,6,4,1087760
2009,6,5,1089308
2009,6,8,1089740
2009,6,9,1090838
2009,6,10,1091198
2009,6,11,1094465
2009,6,12,1090769
2009,6,15,1088921
2009,6,16,1087997
2009,6,17,1086974
2009,6,18,1084895
2009,6,19,1083509
2009,6,22,1079252
2009,6,23,1079021
2009,6,24,1078097
2009,6,25,1084070
2009,6,26,1082882
2009,6,29,1083344
2009,6,30,1078955
2009,7,1,1080242
2009,7,2,1070573
2009,7,6,1070309
2009,7,7,1065755
2009,7,8,1067273
2009,7,9,1071662
2009,7,10,1067768
2009,7,13,1076447
2009,7,14,1075292
2009,7,15,1087667
2009,7,16,1098326
2009,7,17,1113242
2009,7,20,1116410
2009,7,21,1118291
2009,7,22,1113704
2009,7,23,1118324
2009,7,24,1120139
2009,7,27,1120106
2009,7,28,1119017
2009,7,29,1118951
2009,7,30,1120832
2009,7,31,1121063
2009,8,3,1127267
2009,8,4,1126244
2009,8,5,1122746
2009,8,6,1121030
2009,8,7,1127135
2009,8,10,1125188
2009,8,11,1122317
2009,8,12,1127036
2009,8,13,1127927
2009,8,14,1124759
2009,8,17,1119413
2009,8,18,1121822
2009,8,19,1124759
2009,8,20,1125947
2009,8,21,1128917
2009,8,24,1127102
2009,8,25,1125584
2009,8,26,1127597
2009,8,27,1127465
2009,8,28,1123670
2009,8,31,1123142
2009,9,1,1118885
2009,9,2,1117004
2009,9,3,1117763
2009,9,4,1121294
2009,9,8,1120337
2009,9,9,1119116
2009,9,10,1121954
2009,9,11,1123142
2009,9,14,1125749
2009,9,15,1127201
2009,9,16,1134956
2009,9,17,1135121
2009,9,18,1135847
2009,9,21,1134164
2009,9,22,1134296
2009,9,23,1131821
2009,9,24,1132184
2009,9,25,1132613
2009,9,28,1127135
2009,9,29,1125518
2009,9,30,1128026
2009,10,1,1122680
2009,10,2,1126178
2009,10,5,1128455
2009,10,6,1133471
2009,10,7,1137959
2009,10,8,1136408
2009,10,9,1147826
2009,10,12,1151291
2009,10,13,1151225
2009,10,14,1155383
2009,10,15,1154228
2009,10,16,1134395
2009,10,19,1138817
2009,10,20,1138091
2009,10,21,1131953
2009,10,22,1137662
2009,10,23,1130369
2009,10,26,1129577
2009,10,27,1131293
2009,10,28,1133933
2009,10,29,1138223
2009,10,30,1131161
2009,11,2,1130996
2009,11,3,1132877
2009,11,4,1133273
2009,11,5,1138949
2009,11,6,1141919
2009,11,9,1149806
2009,11,10,1152677
2009,11,11,1153535
2009,11,12,1150631
2009,11,13,1153040
2009,11,16,1156769
2009,11,17,1158089
2009,11,18,1156571
2009,11,19,1154657
2009,11,20,1152809
2009,11,23,1156736
2009,11,24,1155878
2009,11,25,1153832
2009,11,27,1148849
2009,11,30,1150895
2009,12,1,1155911
2009,12,2,1153601
2009,12,3,1154690
2009,12,4,1153733
2009,12,7,1153073
2009,12,8,1152314
2009,12,9,1157330
2009,12,10,1160300
